Index,Image Features
215,"[5.63178435e-02 3.57125878e-01 5.51370203e-01 ... 4.55896037e-17
 1.33333333e+00 7.33000000e+02]"
216,"[ 9.78031941e-03  9.10311565e-03  9.44359750e-02 ... -5.29795388e-16
  6.70312500e-01  1.34000000e+02]"
217,"[ 8.42456877e-01  1.31259573e+00  3.14585008e-02 ... -1.59410957e-18
  1.49882904e+00  7.61000000e+02]"
218,"[2.33883485e-01 3.10223907e-01 3.90675105e-03 ... 3.13114765e-21
 7.95312500e-01 1.14600000e+03]"
219,"[ 2.81514525e-01  1.81972361e+00  5.65851629e-01 ... -4.21122068e-15
  1.33333333e+00  4.32000000e+02]"
220,"[ 2.60666199e-03  3.63731772e-01  2.01751184e+00 ... -5.97622899e-19
  1.00000000e+00  1.00000000e+00]"
221,"[ 3.61529827e-01  1.41524956e-01  2.96991202e-03 ... -2.37716933e-15
  1.33333333e+00  4.43000000e+02]"
222,"[4.99505758e-01 1.32626843e+00 9.56629515e-01 ... 2.90580129e-21
 1.68421053e+00 1.81600000e+03]"
223,"[1.80168733e-01 5.94242692e-01 2.86215246e-02 ... 1.17919872e-19
 1.50234742e+00 1.93800000e+03]"
224,"[ 5.33435166e-01  2.45591807e+00  7.01189935e-01 ... -1.07644229e-19
  1.33333333e+00  1.60600000e+03]"
225,"[ 1.28631620e-02  2.02366933e-01  2.25514844e-01 ... -8.06643173e-21
  7.50000000e-01  1.51600000e+03]"
226,"[1.03288881e-01 2.15119600e-01 9.41870689e-01 ... 1.27787659e-17
 7.70312500e-01 1.07600000e+03]"
227,"[ 3.91548932e-01  2.76219547e-01  5.23663461e-02 ... -9.21738113e-17
  8.25000000e-01  8.75000000e+02]"
228,"[ 3.53103667e-01  6.27112854e-03  5.23289442e-01 ... -9.63008161e-17
  1.00000000e+00  4.28000000e+02]"
229,"[ 2.14466587e-01  1.51878953e-01  6.18143082e-01 ... -1.25355144e-13
  1.44469526e+00  3.03000000e+02]"
230,"[ 2.25514621e-02  5.73233426e-01  1.40130281e-01 ... -6.71504874e-16
  1.33333333e+00  5.90000000e+02]"
231,"[1.91795990e-01 8.34715605e-01 1.69992179e-01 ... 3.01535533e-17
 7.71875000e-01 1.99400000e+03]"
232,"[5.86776435e-02 0.00000000e+00 1.04966938e+00 ... 5.96216809e-15
 7.50000000e-01 9.83000000e+02]"
233,"[ 0.00000000e+00  4.01800811e-01  1.14310034e-01 ... -2.49036772e-18
  1.25000000e+00  7.53000000e+02]"
234,"[1.68611214e-01 6.05727993e-02 2.37675726e-01 ... 3.32939029e-13
 6.67187500e-01 4.33000000e+02]"
235,"[6.47001266e-02 5.20623565e-01 1.34432435e-01 ... 4.49858808e-16
 6.65625000e-01 7.55000000e+02]"
236,"[2.65025198e-02 3.67791788e-03 1.97516203e-01 ... 1.35945348e-16
 1.43497758e+00 9.59000000e+02]"
237,"[4.55215603e-01 5.12638628e-01 3.56565928e+00 ... 6.49476056e-16
 1.48491879e+00 6.82000000e+02]"
238,"[ 5.17153256e-02  1.55241698e-01  2.13671637e+00 ... -2.71278704e-16
  7.50000000e-01  8.66000000e+02]"
239,"[ 2.95440760e-03  1.01903546e+00  7.74287432e-03 ... -3.13503258e-17
  1.33333333e+00  4.58000000e+02]"
240,"[4.11109591e+00 2.60896496e-02 8.32696259e-01 ... 3.89308489e-16
 1.49882904e+00 6.12000000e+02]"
241,"[4.72335196e+00 1.16563261e+00 1.02245700e+00 ... 2.95105707e-14
 1.33333333e+00 9.60000000e+01]"
242,"[0.00000000e+00 2.38240981e+00 1.62584156e-01 ... 7.12817040e-17
 1.33333333e+00 1.05000000e+03]"
243,"[2.26585791e-01 3.08533013e-01 8.28292742e-02 ... 4.71447736e-16
 1.33333333e+00 7.62000000e+02]"
244,"[7.49562159e-02 2.63191313e-01 4.78197068e-01 ... 6.15230929e-18
 1.00000000e+00 1.02600000e+03]"
245,"[ 0.00000000e+00  2.30909729e+00  2.25880361e+00 ... -1.85184147e-18
  1.49882904e+00  6.70000000e+02]"
246,"[5.75055256e-02 2.15871453e+00 2.46361047e-01 ... 5.24188107e-20
 1.33333333e+00 8.13000000e+02]"
247,"[ 0.00000000e+00  3.45547706e-01  5.11819839e-01 ... -1.70035990e-16
  1.25000000e+00  7.72000000e+02]"
248,"[ 2.04048841e-03  2.42453143e-01  2.81124860e-01 ... -4.19421559e-17
  1.22605364e+00  6.11000000e+02]"
249,"[ 1.01506099e-01  9.69731867e-01  2.23802209e-01 ... -2.16641183e-17
  6.67187500e-01  8.10000000e+02]"
250,"[ 1.21006090e-02  6.20198548e-02  4.99076128e-01 ... -9.83882669e-19
  7.78125000e-01  9.78000000e+02]"
251,"[1.93676695e-01 0.00000000e+00 9.99830216e-02 ... 1.54534455e-13
 7.50000000e-01 2.17000000e+02]"
252,"[ 1.37542009e-01  1.01022376e-02  3.40250134e-01 ... -2.18597915e-16
  6.68000000e-01  1.54000000e+02]"
253,"[6.97641492e-01 9.52801347e-01 4.79558438e-01 ... 5.10130604e-17
 1.33333333e+00 1.28700000e+03]"
254,"[4.21804329e-03 1.05442822e-01 8.00724089e-01 ... 1.10946905e-17
 1.00000000e+00 6.23000000e+02]"
255,"[5.10144532e-02 3.27731222e-01 2.32272363e+00 ... 2.48575575e-17
 7.50000000e-01 4.04000000e+02]"
256,"[ 1.58472136e-01  2.49724865e+00  2.96368980e+00 ... -1.47442411e-19
  1.49882904e+00  1.83800000e+03]"
257,"[ 3.97637695e-01  7.47481659e-02  2.15986156e+00 ... -3.12847025e-17
  9.78618421e-01  5.19000000e+02]"
258,"[ 3.60041820e-02  6.18277550e-01  9.22622740e-01 ... -2.33047475e-20
  1.00000000e+00  1.64200000e+03]"
259,"[ 7.85735156e-03  9.38370749e-02  1.16273850e-01 ... -2.59894476e-14
  6.67187500e-01  4.74000000e+02]"
260,"[5.87248206e-02 2.18811586e-01 1.15528435e-01 ... 3.94175545e-17
 1.33333333e+00 5.61000000e+02]"
261,"[ 1.12844574e+00  1.45262241e-01  4.18796055e-02 ... -8.19589789e-19
  1.49882904e+00  6.41000000e+02]"
262,"[0.00000000e+00 9.67174117e-03 1.71795011e-01 ... 8.90926145e-20
 1.00000000e+00 1.71600000e+03]"
263,"[ 0.00000000e+00  1.47507954e+00  1.07720653e-02 ... -1.40512708e-16
  1.77285319e+00  5.04000000e+02]"
264,"[6.06346726e-02 7.68134557e-03 1.04405892e+00 ... 7.76666473e-20
 7.96875000e-01 1.23700000e+03]"
265,"[ 9.15152207e-03  6.29048824e-01  1.79296106e-01 ... -1.09323954e-14
  1.50588235e+00  1.44000000e+02]"
266,"[ 2.08415300e-01  2.44879320e-01  2.56489608e-02 ... -4.98668493e-15
  6.67187500e-01  2.11000000e+02]"
267,"[ 2.34450147e-01  4.16735001e-03  3.54786456e-01 ... -5.57938051e-19
  1.87134503e+00  3.00000000e+02]"
268,"[9.43633854e-01 2.79367924e-01 1.39358807e+00 ... 6.56208810e-16
 1.49882904e+00 4.34000000e+02]"
269,"[0.00000000e+00 2.57217795e-01 3.84183139e-01 ... 7.55018781e-19
 1.49532710e+00 7.43000000e+02]"
270,"[ 0.00000000e+00  3.57876688e-01  1.44922033e-01 ... -8.90733591e-16
  1.33333333e+00  4.90000000e+02]"
271,"[7.35065117e-02 8.20120335e-01 3.33407611e-01 ... 1.46771021e-19
 1.50588235e+00 2.78200000e+03]"
272,"[ 9.80778262e-02  3.25828761e-01  1.25586820e+00 ... -2.43303195e-17
  7.00000000e-01  5.40000000e+02]"
273,"[ 2.71441251e-01  4.15454097e-02  7.23300791e+00 ... -4.46791629e-14
  1.49882904e+00  3.58000000e+02]"
274,"[1.33658445e+00 2.43075490e-01 2.55637497e-01 ... 4.85951226e-17
 1.33891213e+00 9.51000000e+02]"
275,"[1.53970823e-01 4.61170822e-01 1.75512508e-01 ... 8.21748024e-17
 1.67101828e+00 8.96000000e+02]"
276,"[2.94971436e-01 1.44482166e-01 7.04761326e-01 ... 1.12267483e-16
 1.33333333e+00 4.73000000e+02]"
277,"[5.59485424e-03 7.13961244e-01 3.03568859e-02 ... 7.29164878e-18
 1.17647059e+00 1.08600000e+03]"
278,"[1.06290177e-01 3.11058044e-01 4.10674699e-02 ... 1.11111666e-16
 1.33171913e+00 4.00000000e+02]"
279,"[6.25604451e-01 7.84734786e-01 0.00000000e+00 ... 1.56589695e-17
 1.00000000e+00 7.60000000e+02]"
280,"[2.58759856e-01 3.74645829e-01 3.54926735e-02 ... 7.31322916e-15
 6.62500000e-01 3.34000000e+02]"
281,"[ 1.41094020e-02  4.66861457e-01  1.68836212e+00 ... -1.27980664e-17
  7.51562500e-01  9.23000000e+02]"
282,"[ 7.16914594e-01  5.22310734e-01  1.08628070e+00 ... -1.83424315e-16
  7.46875000e-01  5.89000000e+02]"
283,"[2.67953783e-01 1.32325515e-01 8.74630958e-02 ... 2.14117626e-16
 7.37500000e-01 1.15500000e+03]"
284,"[ 1.17592665e-03  5.08316100e-01  9.79760289e-01 ... -7.02225390e-17
  1.49882904e+00  3.67000000e+02]"
285,"[ 7.09038302e-02  2.91588068e-01  8.69018957e-02 ... -4.24621243e-17
  1.50943396e+00  8.53000000e+02]"
286,"[ 5.57853729e-02  3.64055932e-01  1.09788036e+00 ... -5.99836222e-21
  1.33333333e+00  8.37000000e+02]"
287,"[ 1.01156719e-01  5.78985810e-01  2.45304257e-01 ... -7.45986289e-20
  1.50588235e+00  1.19700000e+03]"
288,"[ 2.67817918e-02  1.23612893e+00  6.50647640e-01 ... -8.78622813e-17
  1.46788991e+00  5.49000000e+02]"
289,"[6.96311772e-01 4.96832579e-02 6.68329978e-03 ... 6.53435975e-17
 1.60401003e+00 7.55000000e+02]"
290,"[1.44480541e-01 2.04744898e-02 3.36188644e-01 ... 2.01683905e-17
 7.50000000e-01 4.92000000e+02]"
291,"[ 0.00000000e+00  2.70420313e-01  5.29349856e-02 ... -1.23842532e-17
  6.67187500e-01  5.19000000e+02]"
292,"[3.71157616e-01 3.73071194e-01 4.09153253e-01 ... 5.30100430e-15
 6.68750000e-01 3.25000000e+02]"
293,"[ 8.13970923e-01  2.16001198e-01  3.68295074e-01 ... -3.61813603e-15
  1.49184149e+00  4.17000000e+02]"
294,"[ 9.49881226e-03  2.90039927e-01  7.20055401e-01 ... -2.68731145e-16
  1.49882904e+00  5.81000000e+02]"
295,"[6.37602687e-01 3.78627688e-01 7.66451478e-01 ... 1.62680734e-17
 1.29554656e+00 4.66000000e+02]"
296,"[8.22725296e-02 3.03788096e-01 2.58994419e-02 ... 4.51356042e-17
 1.76308540e+00 1.06200000e+03]"
297,"[4.46500808e-01 4.86826539e-01 9.44275320e-01 ... 2.42651522e-16
 7.50000000e-01 4.29000000e+02]"
298,"[ 0.00000000e+00  2.66290903e-01  6.53530538e-01 ... -3.59796720e-18
  1.33333333e+00  5.40000000e+01]"
299,"[1.50806323e-01 3.16277355e-01 2.65129432e-02 ... 3.23306092e-17
 1.49882904e+00 4.20000000e+02]"
300,"[1.19406790e-01 1.62565362e+00 1.52539741e-02 ... 4.08550697e-18
 1.50234742e+00 1.45800000e+03]"
301,"[ 3.01303595e-01  7.09094763e-01  5.47371693e-02 ... -1.13190649e-16
  1.67101828e+00  9.99000000e+02]"
302,"[3.50504033e-02 5.33727288e-01 4.59014654e-01 ... 8.61915047e-16
 1.50234742e+00 4.75000000e+02]"
303,"[2.34214321e-01 2.40446591e+00 7.99588680e-01 ... 6.29870988e-22
 1.33333333e+00 2.28400000e+03]"
304,"[9.05865058e-02 3.23196113e-01 9.73159447e-02 ... 1.87560417e-19
 1.00000000e+00 1.55800000e+03]"
305,"[ 0.00000000e+00  9.96310592e-01  1.55847061e+00 ... -8.05072427e-17
  7.50000000e-01  6.73000000e+02]"
306,"[9.05464217e-02 3.37223053e-01 1.29747763e-01 ... 1.54229671e-16
 1.77777778e+00 3.58000000e+02]"
307,"[8.93929452e-02 0.00000000e+00 2.42748454e-01 ... 2.58345122e-16
 6.67187500e-01 2.98000000e+02]"
308,"[ 3.91738228e-02  9.06875879e-02  1.13855831e-01 ... -5.03977289e-15
  6.67187500e-01  3.02000000e+02]"
309,"[ 5.46598852e-01  1.17731512e+00  8.19424912e-02 ... -2.09844517e-18
  1.38528139e+00  7.51000000e+02]"
310,"[ 3.14886987e-01  6.93638623e-02  1.25502336e+00 ... -6.22188472e-19
  1.33333333e+00  1.16800000e+03]"
311,"[2.50339657e-01 5.88623643e-01 2.18357611e+00 ... 8.44526948e-18
 1.33333333e+00 8.10000000e+02]"
312,"[ 2.21876651e-02  4.24704999e-01  7.63169885e-01 ... -2.49936582e-21
  1.50234742e+00  1.45500000e+03]"
313,"[2.79851053e-02 1.06696360e-01 6.19992495e-01 ... 6.83529600e-17
 7.46875000e-01 8.63000000e+02]"
314,"[1.07047009e+00 1.45433211e+00 3.26681226e-01 ... 1.00875223e-19
 1.36752137e+00 4.53000000e+02]"
315,"[2.05463588e-01 4.76081491e-01 5.49417675e-01 ... 7.11025224e-18
 1.33333333e+00 8.01000000e+02]"
316,"[4.02980000e-02 5.03413558e-01 6.01446450e-01 ... 3.81823139e-19
 1.49882904e+00 8.97000000e+02]"
317,"[7.04002157e-02 4.49561357e-01 4.65410092e-04 ... 6.50243227e-18
 1.49532710e+00 6.96000000e+02]"
318,"[ 1.92118466e-01  1.03161609e+00  1.83777794e-01 ... -3.17839308e-18
  1.33333333e+00  3.13000000e+03]"
319,"[6.69542670e-01 1.81910491e+00 3.08758140e+00 ... 1.52379348e-17
 1.50234742e+00 7.18000000e+02]"
320,"[0.00000000e+00 1.01641595e+00 5.52368462e-01 ... 2.38890160e-20
 1.49532710e+00 1.19500000e+03]"
321,"[3.42473626e-01 1.69515753e+00 2.40566041e-02 ... 2.72141808e-18
 1.77777778e+00 2.36000000e+02]"
322,"[4.82573211e-02 1.30633906e-01 3.98705117e-02 ... 6.62301102e-18
 1.33333333e+00 9.80000000e+02]"
323,"[1.03407882e-01 1.76719874e-02 1.04483366e+00 ... 8.43455597e-17
 9.85937500e-01 6.85000000e+02]"
324,"[4.16516289e-02 7.15148449e-01 9.70039368e-01 ... 5.21057360e-16
 1.49882904e+00 4.41000000e+02]"
325,"[6.97660213e-03 7.96797276e-01 3.32658410e-01 ... 1.63667989e-17
 1.49882904e+00 1.25200000e+03]"
326,"[1.97386026e-01 5.34973145e-01 0.00000000e+00 ... 2.25135013e-18
 7.50000000e-01 6.15000000e+02]"
327,"[1.34319043e+00 1.49831343e+00 6.30989254e-01 ... 1.52267157e-18
 1.33333333e+00 1.48000000e+03]"
328,"[6.96647644e-01 3.59539658e-01 2.70811170e-01 ... 2.77448939e-16
 9.51562500e-01 7.78000000e+02]"
329,"[2.74705678e-01 9.61166084e-01 1.44760036e+00 ... 3.74867344e-22
 1.33333333e+00 8.91000000e+02]"
330,"[7.55523205e-01 4.70120877e-01 2.03575253e+00 ... 7.66992362e-18
 1.00000000e+00 7.34000000e+02]"
331,"[ 6.51912689e-02  1.02051997e+00  4.01647329e-01 ... -6.64674409e-15
  1.33333333e+00  6.30000000e+02]"
332,"[ 1.50796100e-02  3.48632336e+00  0.00000000e+00 ... -2.05175383e-17
  1.49882904e+00  6.94000000e+02]"
333,"[ 0.00000000e+00  3.34125608e-01  5.89424148e-02 ... -1.25979026e-18
  1.33333333e+00  6.52000000e+02]"
334,"[ 2.01545898e-02  8.54800940e-01  2.70118862e-01 ... -1.90873779e-20
  9.75000000e-01  1.05100000e+03]"
335,"[1.95260942e+00 2.56117359e-02 1.83762610e+00 ... 7.14375257e-20
 1.00000000e+00 1.33400000e+03]"
336,"[4.78428826e-02 5.36110580e-01 1.54247487e+00 ... 1.48774435e-17
 1.33333333e+00 2.82000000e+02]"
337,"[0.00000000e+00 1.08347428e+00 2.41203932e-03 ... 8.64354952e-18
 1.35021097e+00 1.14200000e+03]"
338,"[1.11291863e-01 7.47668982e-01 9.59519386e-01 ... 1.75488529e-18
 1.33333333e+00 7.53000000e+02]"
339,"[ 2.48300239e-01  5.02401769e-01  5.33329487e-01 ... -4.67522130e-17
  1.00000000e+00  9.41000000e+02]"
340,"[ 1.94919899e-01  2.00049257e+00  2.51007169e-01 ... -4.58123159e-21
  1.50943396e+00  2.42800000e+03]"
341,"[ 6.28535524e-02  9.16778520e-02  1.24189496e+00 ... -1.08926690e-16
  7.50000000e-01  1.12500000e+03]"
342,"[ 1.34154990e-01  7.73744285e-01  7.02735484e-01 ... -1.27237255e-19
  1.39433551e+00  7.71000000e+02]"
343,"[ 1.64027035e-01  3.37161362e-01  3.36638950e-02 ... -3.02057557e-16
  1.33333333e+00  3.46000000e+02]"
344,"[ 0.00000000e+00  3.94380599e-01  6.43498242e-01 ... -4.03832625e-19
  1.49184149e+00  5.31000000e+02]"
345,"[ 3.60337830e+00  5.30533791e-01  1.45385337e+00 ... -2.34076619e-16
  1.49882904e+00  1.62000000e+02]"
346,"[ 2.18021646e-02  5.48218548e-01  6.63214317e-03 ... -4.09639333e-19
  1.49882904e+00  4.29000000e+02]"
347,"[1.24496901e-02 4.50346887e-01 1.03918743e+00 ... 3.18107424e-14
 7.50000000e-01 4.78000000e+02]"
348,"[5.52216768e-01 3.87125105e-01 3.83482188e-01 ... 2.93228337e-17
 1.04712042e+00 7.04000000e+02]"
349,"[ 6.72642291e-02  3.59933853e-01  2.59095407e+00 ... -2.17085738e-14
  1.33333333e+00  3.43000000e+02]"
350,"[2.95566395e-02 4.48095113e-01 0.00000000e+00 ... 2.00539708e-16
 1.33333333e+00 4.21000000e+02]"
351,"[ 3.28367084e-01  8.84088635e-01  8.67933705e-02 ... -3.76490252e-17
  1.77777778e+00  1.53000000e+03]"
352,"[ 1.13511026e-01  8.67423266e-02  1.04787692e-01 ... -5.05221903e-21
  1.33333333e+00  1.21600000e+03]"
353,"[1.13383591e+00 1.55923772e+00 2.53278762e-01 ... 3.68984389e-15
 1.50234742e+00 3.09000000e+02]"
354,"[ 0.00000000e+00  4.93580461e-01  5.59749782e-01 ... -9.68968135e-17
  1.50234742e+00  6.89000000e+02]"
355,"[ 3.00562871e-03  4.90791857e-01  3.32876861e-01 ... -8.25113624e-18
  1.08843537e+00  4.51000000e+02]"
356,"[ 4.26424444e-01  1.20357640e-01  1.38181478e-01 ... -6.46729089e-19
  6.67187500e-01  9.81000000e+02]"
357,"[9.28766549e-01 3.24525476e-01 1.18614316e+00 ... 1.69502203e-17
 1.33056133e+00 1.06300000e+03]"
358,"[1.23188570e-01 6.69747174e-01 1.02763653e+00 ... 7.49014257e-17
 1.33891213e+00 9.86000000e+02]"
359,"[3.79779786e-02 4.35978270e+00 4.45212543e-01 ... 1.02488959e-17
 1.44469526e+00 1.22000000e+03]"
360,"[ 1.25958443e-01  6.22325897e-01  1.56090128e+00 ... -2.09030672e-17
  1.06844741e+00  5.26000000e+02]"
361,"[ 2.01564908e-01  1.27672985e-01  6.87413752e-01 ... -1.17285280e-20
  1.00156495e+00  3.85100000e+03]"
362,"[1.59561917e-01 2.25538206e+00 3.29312384e-01 ... 1.28781272e-18
 1.34048257e+00 1.41400000e+03]"
363,"[3.13590288e-01 4.95306671e-01 5.94499171e-01 ... 1.00565183e-16
 1.33333333e+00 4.56000000e+02]"
364,"[4.99669045e-01 3.94480944e-01 7.99271107e-01 ... 1.24791180e-15
 1.49532710e+00 5.62000000e+02]"
365,"[1.02464890e+00 2.79981014e-03 8.46387565e-01 ... 1.63101749e-15
 1.00000000e+00 9.49000000e+02]"
366,"[1.67022124e-01 9.24669385e-01 1.18429950e-02 ... 2.36597593e-17
 1.49882904e+00 8.35000000e+02]"
367,"[ 7.21714571e-02  0.00000000e+00  4.74322230e-01 ... -3.66847421e-17
  1.33333333e+00  1.37200000e+03]"
368,"[ 0.00000000e+00  1.32850155e-01  9.21725452e-01 ... -2.90193018e-16
  1.44469526e+00  4.27000000e+02]"
369,"[ 2.01359868e-01  8.69470313e-02  1.00310221e-01 ... -3.43526397e-17
  6.67187500e-01  7.52000000e+02]"
370,"[1.71247616e-01 3.26717123e-02 2.21873343e-01 ... 1.50014248e-18
 9.84444444e-01 4.14000000e+02]"
371,"[0.00000000e+00 5.34843385e-01 1.56974351e+00 ... 1.46062760e-18
 1.52744630e+00 9.00000000e+02]"
372,"[6.85571730e-01 3.63444239e-01 5.20661950e-01 ... 5.74950466e-19
 1.49532710e+00 2.58000000e+02]"
373,"[6.44454733e-02 2.50838455e-02 1.36297895e-02 ... 4.22326881e-18
 1.33333333e+00 9.36000000e+02]"
374,"[7.18796074e-01 1.96086895e+00 4.00510281e-01 ... 9.55520778e-16
 1.49882904e+00 3.24000000e+02]"
375,"[ 5.89105533e-03  9.74042952e-01  4.62281466e-01 ... -2.96575691e-17
  1.33333333e+00  6.28000000e+02]"
376,"[4.46215183e-01 5.59815168e-01 4.11936700e-01 ... 9.62277997e-19
 1.50943396e+00 8.59000000e+02]"
377,"[1.85251776e-02 4.79282379e-01 3.40065628e-01 ... 1.88565809e-17
 6.67187500e-01 1.01300000e+03]"
378,"[ 7.01318830e-02  1.95502326e-01  8.81448835e-02 ... -1.61971662e-17
  7.50000000e-01  1.05200000e+03]"
379,"[2.32253522e-02 9.56222534e-01 1.18136966e+00 ... 4.06091366e-18
 1.33333333e+00 9.58000000e+02]"
380,"[1.29073694e-01 0.00000000e+00 8.02642256e-02 ... 7.54260894e-18
 1.49882904e+00 2.83000000e+02]"
381,"[ 2.37455383e-01  0.00000000e+00  4.65950221e-02 ... -7.74226845e-15
  1.40350877e+00  9.23000000e+02]"
382,"[ 3.14896218e-02  5.75796604e-01  0.00000000e+00 ... -2.07978169e-17
  7.51562500e-01  1.24100000e+03]"
383,"[ 1.10538997e-01  1.88705754e+00  4.14645344e-01 ... -7.05148661e-17
  1.33333333e+00  9.67000000e+02]"
384,"[ 5.02870716e-02  1.10505378e+00  1.95041859e+00 ... -1.21170302e-17
  1.33333333e+00  1.21600000e+03]"
385,"[8.36844921e-01 7.69348085e-01 0.00000000e+00 ... 1.81341852e-16
 1.49882904e+00 6.57000000e+02]"
386,"[9.00448784e-02 1.13405693e+00 7.54820928e-02 ... 1.36160060e-18
 1.59600998e+00 6.87000000e+02]"
387,"[ 2.06084307e-02  1.05107620e-01  1.49977481e+00 ... -5.50390548e-15
  7.50000000e-01  4.43000000e+02]"
388,"[ 5.40146530e-01  8.12061056e-02  6.43396854e-01 ... -3.12399230e-15
  1.33333333e+00  3.58000000e+02]"
389,"[ 2.17269510e-01  5.87395020e-03  8.95305201e-02 ... -7.79257667e-21
  7.50000000e-01  7.10000000e+02]"
390,"[ 1.69886947e-01  7.93602288e-01  5.13699532e-01 ... -7.04944112e-20
  1.33333333e+00  8.79000000e+02]"
391,"[0.00000000e+00 2.39396289e-01 7.62823582e-01 ... 4.90648199e-21
 1.49882904e+00 5.12000000e+02]"
392,"[3.92851830e-02 1.27482605e+00 3.53636175e-01 ... 4.05932740e-18
 1.35593220e+00 1.35400000e+03]"
393,"[3.74900818e-01 1.47061074e+00 2.70465873e-02 ... 1.19201437e-18
 1.85507246e+00 1.05900000e+03]"
394,"[0.00000000e+00 2.24901244e-01 1.60185829e-01 ... 2.04583487e-18
 1.47465438e+00 9.33000000e+02]"
395,"[0.00000000e+00 1.62932888e-01 1.76735912e-02 ... 1.68325512e-17
 1.33333333e+00 6.32000000e+02]"
396,"[ 3.63022864e-01  3.94549668e-01  2.94158220e-01 ... -2.19289997e-14
  1.77777778e+00  2.15000000e+02]"
397,"[ 1.85012385e-01  3.11747547e-02  1.45699143e+00 ... -2.25430096e-19
  1.33333333e+00  1.00700000e+03]"
398,"[ 0.00000000e+00  6.39141023e-01  1.52365521e-01 ... -1.26144266e-21
  7.50000000e-01  1.27800000e+03]"
399,"[ 7.33421624e-01  1.88327432e+00  5.48534513e-01 ... -7.63846996e-17
  1.32231405e+00  6.62000000e+02]"
400,"[ 4.35201555e-01  7.54916817e-02  8.03798854e-01 ... -8.00778543e-17
  7.50000000e-01  8.68000000e+02]"
401,"[2.00907335e-01 5.34111142e-01 1.01425517e+00 ... 5.89577398e-17
 6.67187500e-01 1.28600000e+03]"
402,"[ 3.57899457e-01  2.36430928e-01  8.94052446e-01 ... -8.66975971e-19
  7.50000000e-01  4.48000000e+02]"
403,"[4.30055737e-01 1.34713352e+00 4.49640363e-01 ... 1.49674322e-17
 1.49882904e+00 6.02000000e+02]"
404,"[ 3.57101589e-01  7.72557259e-01  8.54667649e-02 ... -2.98403780e-18
  1.00000000e+00  6.64000000e+02]"
405,"[0.00000000e+00 1.10307956e+00 8.14440906e-01 ... 1.62451496e-21
 1.37044968e+00 1.94700000e+03]"
406,"[0.00000000e+00 3.28090930e+00 3.27768087e-01 ... 8.18939875e-21
 1.33333333e+00 1.39600000e+03]"
407,"[2.19610110e-01 2.83694714e-02 2.25792289e+00 ... 3.85702061e-16
 7.50000000e-01 8.49000000e+02]"
408,"[ 2.39982195e-02  8.63073528e-01  1.05860658e-01 ... -1.05872363e-20
  1.50943396e+00  1.08400000e+03]"
409,"[ 4.96154159e-01  4.79726791e-02  3.43220532e-01 ... -1.67695436e-16
  8.66000000e-01  4.03000000e+02]"
410,"[1.45861477e-01 4.17627752e-01 5.45832753e-01 ... 9.41209091e-19
 1.33333333e+00 1.37300000e+03]"
411,"[1.56147599e-01 3.94715548e-01 1.27099752e+00 ... 7.06082182e-18
 1.00000000e+00 6.79000000e+02]"
412,"[ 2.20654607e-01  8.71910334e-01  4.35764581e-01 ... -4.12969649e-17
  1.49532710e+00  1.12000000e+03]"
413,"[9.22164991e-02 6.60782039e-01 4.09768261e-02 ... 4.90681904e-16
 7.50000000e-01 6.74000000e+02]"
414,"[ 1.42220855e-01  3.28784585e-01  2.82205194e-01 ... -6.23562020e-20
  1.50234742e+00  9.88000000e+02]"
415,"[ 4.46987540e-01  8.73908579e-01  9.34830248e-01 ... -5.67929358e-17
  1.49882904e+00  4.73000000e+02]"
416,"[5.75160002e-03 2.10973192e-02 3.70926440e-01 ... 2.80827300e-14
 1.33333333e+00 2.38000000e+02]"
417,"[1.87543988e-01 3.27709973e-01 1.71861434e+00 ... 6.97962127e-18
 1.50588235e+00 1.11400000e+03]"
418,"[4.72201139e-01 6.59018755e-01 8.39124799e-01 ... 1.38742985e-15
 1.38528139e+00 4.96000000e+02]"
419,"[3.43289822e-01 6.37357652e-01 2.25483403e-01 ... 2.59827886e-18
 1.33333333e+00 8.96000000e+02]"
420,"[4.94028121e-01 8.02560151e-01 1.45127869e+00 ... 9.21430483e-18
 7.50000000e-01 1.18500000e+03]"
421,"[ 2.59724781e-02  9.06310499e-01  1.00287281e-01 ... -9.49141868e-19
  1.33333333e+00  1.17200000e+03]"
422,"[ 1.30832851e-01  7.95249164e-01  8.63856733e-01 ... -5.31852503e-17
  1.77777778e+00  6.53000000e+02]"
423,"[1.47414699e-01 5.18117368e-01 5.11100948e-01 ... 8.27676958e-18
 1.49532710e+00 9.61000000e+02]"
424,"[1.03063330e-01 4.05623257e-01 4.39810753e+00 ... 5.93764802e-16
 1.29533679e+00 4.78000000e+02]"
425,"[2.77554870e-01 6.44611940e-02 8.16506371e-02 ... 1.86969415e-18
 1.50234742e+00 8.84000000e+02]"
426,"[5.51420808e-01 2.50682861e-01 2.17472005e+00 ... 2.14325457e-16
 1.00000000e+00 1.02100000e+03]"
