Index,Image Features
932,"[ 3.75483148e-02  5.92309684e-02  1.48285282e+00 ... -1.13449865e-19
  7.50000000e-01  7.37000000e+02]"
933,"[ 3.01706069e-03  2.85365909e-01  5.20372875e-02 ... -8.32451687e-17
  1.25490196e+00  4.33000000e+02]"
934,"[1.58564359e-01 1.02105245e-01 8.40658620e-02 ... 5.29244800e-17
 1.33333333e+00 1.33200000e+03]"
935,"[4.00396377e-01 1.75045326e-01 1.52184772e+00 ... 6.80195052e-16
 1.00000000e+00 2.27000000e+02]"
936,"[6.87474251e-01 1.08224526e-01 1.34780735e-01 ... 7.22863257e-19
 1.42857143e+00 3.61000000e+02]"
937,"[4.07615036e-01 7.26415515e-01 1.01292692e-02 ... 4.13881338e-16
 1.49532710e+00 7.49000000e+02]"
938,"[7.40208447e-01 0.00000000e+00 8.49939287e-01 ... 8.40118907e-18
 1.31926121e+00 5.56000000e+02]"
939,"[ 1.62979946e-01  3.69958997e-01  1.80695787e-01 ... -7.90845649e-18
  1.49882904e+00  8.57000000e+02]"
940,"[3.28848623e-02 1.58301368e-01 6.85617030e-01 ... 4.56418486e-17
 1.50234742e+00 6.12000000e+02]"
941,"[ 2.23440975e-02  1.41347051e+00  5.48527479e-01 ... -1.28981559e-16
  7.50000000e-01  4.84000000e+02]"
942,"[4.53070030e-02 3.26939791e-01 1.57452524e-01 ... 6.73411180e-17
 7.46875000e-01 9.42000000e+02]"
943,"[1.18388593e-01 4.20917004e-01 1.55065966e+00 ... 2.25708502e-18
 6.60937500e-01 6.69000000e+02]"
944,"[7.26528108e-01 4.87787575e-02 1.93831551e+00 ... 3.88001983e-16
 1.49882904e+00 1.78000000e+02]"
945,"[2.01261759e-01 0.00000000e+00 6.32025898e-02 ... 2.42421445e-17
 7.50000000e-01 8.01000000e+02]"
946,"[ 2.96550065e-01  1.41186193e-01  4.30323690e-01 ... -4.32230872e-13
  7.50000000e-01  4.27000000e+02]"
947,"[ 3.55391689e-02  1.18168116e+00  6.24747753e-01 ... -9.47510138e-16
  6.62500000e-01  4.96000000e+02]"
948,"[ 0.00000000e+00  2.37431824e-02  1.82311404e-02 ... -6.64477031e-17
  1.33333333e+00  5.34000000e+02]"
949,"[ 1.90158951e+00  5.58066607e-01  0.00000000e+00 ... -1.29480281e-15
  1.00000000e+00  4.29000000e+02]"
950,"[8.90254974e-02 8.72742772e-01 4.40077633e-01 ... 2.33187175e-18
 1.49882904e+00 7.58000000e+02]"
951,"[4.99636412e-01 1.59676123e+00 1.21995401e+00 ... 9.50065377e-18
 1.33891213e+00 1.12000000e+03]"
952,"[ 3.18150014e-01  8.88778508e-01  1.42834336e-01 ... -1.08981544e-17
  1.49882904e+00  5.81000000e+02]"
953,"[5.51901639e-01 4.39989001e-01 2.23573130e-02 ... 3.80888461e-16
 1.49882904e+00 3.02000000e+02]"
954,"[1.98692560e-01 9.06480610e-01 4.95649166e-02 ... 6.31428052e-23
 1.33333333e+00 2.42100000e+03]"
955,"[4.90047634e-02 1.30513036e+00 1.18733966e+00 ... 1.30189955e-11
 6.90625000e-01 1.94000000e+02]"
956,"[2.44466043e+00 6.73000515e-01 3.73227239e+00 ... 2.58533960e-15
 1.49532710e+00 3.48000000e+02]"
957,"[ 5.04278019e-02  0.00000000e+00  5.43046772e-01 ... -4.62863742e-18
  7.50000000e-01  8.54000000e+02]"
958,"[ 1.85936168e-01  1.91224799e-01  8.49799871e-01 ... -9.77077879e-15
  7.50000000e-01  4.63000000e+02]"
959,"[2.19150037e-01 1.37298167e+00 4.06945944e-01 ... 3.10432918e-19
 1.40056022e+00 8.80000000e+02]"
960,"[1.45893407e+00 3.74805379e+00 2.11283875e+00 ... 4.82268732e-18
 1.29554656e+00 8.02000000e+02]"
961,"[2.82076839e-02 3.41219693e-01 2.22420573e+00 ... 1.44083457e-17
 1.33333333e+00 4.27000000e+02]"
962,"[8.37387517e-02 1.77863106e-01 3.94323051e-01 ... 2.31718102e-17
 6.68750000e-01 5.31000000e+02]"
963,"[ 0.00000000e+00  4.13197309e-01  8.56310502e-02 ... -2.47541835e-17
  1.50943396e+00  7.03000000e+02]"
964,"[8.38656500e-02 4.94560629e-01 6.25891030e-01 ... 4.11665153e-16
 1.33333333e+00 4.91000000e+02]"
965,"[1.61515936e-01 2.57213950e-01 9.55648068e-03 ... 4.35143848e-19
 1.33333333e+00 7.41000000e+02]"
966,"[2.61929214e-01 5.72168171e-01 1.31466433e-01 ... 1.94516897e-20
 1.77285319e+00 1.72500000e+03]"
967,"[ 1.68544456e-01  6.09874845e-01  2.46865377e-01 ... -4.59649690e-19
  1.50234742e+00  1.41900000e+03]"
968,"[5.11291564e-01 9.71452817e-02 6.90952492e+00 ... 7.71785643e-14
 1.00000000e+00 1.02000000e+02]"
969,"[ 7.68443823e-01  4.54980969e-01  7.23047435e-01 ... -4.16386616e-20
  1.10918544e+00  2.27000000e+03]"
970,"[ 5.78477681e-01  2.00661808e-01  1.53599292e-01 ... -3.43152359e-16
  1.25000000e+00  5.64000000e+02]"
971,"[ 1.00739598e-01  1.96064487e-01  1.86086178e+00 ... -1.00751836e-18
  7.50000000e-01  8.95000000e+02]"
972,"[ 1.11463897e-01  3.67517620e-01  1.60540473e+00 ... -9.45043159e-18
  7.50000000e-01  5.74000000e+02]"
973,"[7.12141916e-02 2.31758684e-01 1.16697446e-01 ... 1.03694142e-17
 1.00000000e+00 4.10000000e+02]"
974,"[ 4.31108437e-02  6.95657551e-01  2.67577022e-01 ... -1.75253088e-14
  7.50000000e-01  2.65000000e+02]"
975,"[1.79311603e-01 4.41139072e-01 1.26443595e-01 ... 1.33593927e-18
 1.00000000e+00 6.25000000e+02]"
976,"[ 7.01522008e-02  7.15213776e-01  3.44843678e-02 ... -3.75675044e-16
  1.49882904e+00  7.69000000e+02]"
977,"[5.90775684e-02 3.05634648e-01 1.25158489e+00 ... 1.69459603e-17
 1.33891213e+00 1.15100000e+03]"
978,"[8.85116279e-01 1.47211909e-01 2.09354877e+00 ... 8.46062938e-17
 1.00000000e+00 4.48000000e+02]"
979,"[ 8.57317373e-02  1.07512724e+00  5.90541912e-03 ... -2.48349232e-14
  1.33333333e+00  1.83000000e+02]"
980,"[0.00000000e+00 4.72645044e-01 2.32031417e+00 ... 1.78273439e-18
 6.65625000e-01 7.83000000e+02]"
981,"[3.22447091e-01 1.45111334e+00 7.83010066e-01 ... 1.50729032e-18
 1.50234742e+00 1.30000000e+03]"
982,"[ 7.17087626e-01  6.00196302e-01  1.35445923e-01 ... -1.47977836e-18
  7.03125000e-01  2.40000000e+02]"
983,"[ 1.16368823e-01  3.63857985e-01  2.69670987e+00 ... -1.06082136e-19
  7.50000000e-01  8.75000000e+02]"
984,"[ 0.00000000e+00  2.39048982e+00  9.26120520e-01 ... -5.99498141e-19
  7.50000000e-01  1.35100000e+03]"
985,"[ 0.00000000e+00  1.14947724e+00  1.23953652e+00 ... -2.02977021e-15
  1.27744511e+00  3.55000000e+02]"
986,"[ 1.36103106e+00  4.19586092e-01  1.40565789e+00 ... -1.92890204e-14
  7.39062500e-01  3.63000000e+02]"
987,"[3.00198078e-01 2.60015950e-02 1.68072426e+00 ... 1.01255646e-13
 7.50000000e-01 2.51000000e+02]"
988,"[1.10055164e-01 3.56138021e-01 2.84104589e-02 ... 2.01610233e-16
 1.49882904e+00 5.83000000e+02]"
989,"[ 5.33607639e-02  2.79635966e-01  3.26691091e-01 ... -2.38757900e-17
  1.49882904e+00  1.50900000e+03]"
990,"[2.38306746e-01 1.36389828e+00 9.61838543e-01 ... 4.96192759e-19
 1.50234742e+00 1.29900000e+03]"
991,"[ 6.83859229e-01  4.38207000e-01  1.11681759e+00 ... -2.60400816e-15
  7.50000000e-01  4.93000000e+02]"
992,"[1.04674542e+00 6.87893212e-01 1.42389536e+00 ... 1.56987062e-17
 1.33333333e+00 1.04200000e+03]"
993,"[ 9.54338610e-02  7.01512098e-01  5.88390648e-01 ... -4.88791104e-19
  7.50000000e-01  1.68600000e+03]"
994,"[2.80118853e-01 2.41805315e-01 1.94555260e-02 ... 1.54317138e-18
 1.33333333e+00 2.10800000e+03]"
995,"[ 5.55218995e-01  4.54545230e-01  6.66749030e-02 ... -8.70247708e-17
  1.51300236e+00  9.12000000e+02]"
996,"[4.73511219e-03 3.52095038e-01 2.15244554e-02 ... 7.84175341e-14
 1.49882904e+00 4.32000000e+02]"
997,"[ 1.27778187e-01  1.92438424e-01  1.34388030e-01 ... -5.75301873e-19
  6.70312500e-01  7.53000000e+02]"
998,"[3.94369870e-01 4.10615653e-01 1.96967721e-01 ... 6.09067779e-17
 1.00000000e+00 4.59000000e+02]"
999,"[1.72550268e-02 3.62744369e-02 3.86415236e-02 ... 1.30716243e-16
 6.67187500e-01 6.05000000e+02]"
1000,"[ 1.02375381e-01  1.64003766e+00  8.79650176e-01 ... -5.80509884e-20
  1.48491879e+00  9.09000000e+02]"
1001,"[ 7.45527223e-02  1.52143147e-02  9.89731252e-02 ... -3.18300318e-15
  1.67101828e+00  2.18000000e+02]"
1002,"[ 2.50334531e-01  7.48055279e-01  1.93157363e+00 ... -9.37666048e-18
  1.53110048e+00  6.59000000e+02]"
1003,"[7.57415444e-02 5.40667832e-01 7.88343847e-01 ... 3.20175245e-15
 7.50000000e-01 7.83000000e+02]"
1004,"[ 2.50798702e-01  4.61862050e-03  7.35594630e-01 ... -1.76614234e-11
  6.67187500e-01  1.39000000e+02]"
1005,"[ 1.40253622e-02  0.00000000e+00  0.00000000e+00 ... -3.93441784e-15
  6.67187500e-01  2.53000000e+02]"
1006,"[0.00000000e+00 4.53759164e-01 1.22755662e-01 ... 4.77406601e-19
 1.33333333e+00 3.29000000e+02]"
1007,"[ 4.15706486e-01  1.18912913e-01  1.21390569e+00 ... -1.19253126e-16
  1.33333333e+00  5.77000000e+02]"
1008,"[ 7.08915759e-03  3.78130049e-01  7.82214284e-01 ... -8.78688230e-18
  1.33333333e+00  4.31000000e+02]"
1009,"[ 1.05642450e+00  8.57098877e-01  1.33925736e+00 ... -1.08228511e-15
  1.50234742e+00  3.37000000e+02]"
1010,"[ 2.57444292e-01  1.58604944e+00  8.20429921e-01 ... -2.71028018e-18
  1.33333333e+00  7.65000000e+02]"
1011,"[ 1.02874540e-01  2.12324336e-01  1.00929916e+00 ... -6.03575776e-17
  1.49532710e+00  5.65000000e+02]"
1012,"[3.04808140e-01 4.01975721e-01 0.00000000e+00 ... 3.05999094e-20
 1.46453089e+00 9.24000000e+02]"
1013,"[ 6.43648878e-02  1.30986142e+00  1.34550536e+00 ... -4.15530782e-17
  1.49882904e+00  9.21000000e+02]"
1014,"[2.38462090e-01 1.23852444e+00 1.31415859e-01 ... 1.22027221e-18
 2.35294118e+00 7.61000000e+02]"
1015,"[ 9.44477022e-01  5.47816396e-01  3.70956659e+00 ... -5.11782569e-17
  1.00000000e+00  5.15000000e+02]"
1016,"[ 4.04927582e-01  5.18584922e-02  1.77374184e-01 ... -1.38310599e-16
  6.67187500e-01  5.31000000e+02]"
1017,"[1.91575658e+00 2.69517601e-01 1.15433919e+00 ... 2.39200533e-19
 1.33333333e+00 1.39700000e+03]"
1018,"[ 8.78332481e-02  1.30150843e+00  2.71979034e-01 ... -6.09294666e-17
  1.49882904e+00  6.36000000e+02]"
1019,"[ 3.76276597e-02  2.48271346e-01  6.07280254e-01 ... -1.90398779e-17
  6.67187500e-01  4.75000000e+02]"
1020,"[ 1.15914717e-01  5.05212188e-01  5.27296185e-01 ... -4.76748301e-18
  1.45124717e+00  9.59000000e+02]"
1021,"[ 1.24041021e+00  3.65170129e-02  3.84511650e-01 ... -1.23015657e-18
  1.49882904e+00  1.23200000e+03]"
1022,"[ 5.72264135e-01  5.86003542e-01  2.79803306e-01 ... -5.44518745e-13
  1.33333333e+00  1.06000000e+02]"
1023,"[ 7.93343186e-02  9.63509202e-01  6.84395611e-01 ... -2.76388429e-22
  1.50588235e+00  9.46000000e+02]"
1024,"[1.46689498e+00 3.84526312e-01 0.00000000e+00 ... 9.58256864e-17
 1.52380952e+00 5.14000000e+02]"
1025,"[ 0.00000000e+00  1.82377768e+00  6.84880465e-02 ... -3.85935246e-20
  1.66409266e+00  3.78000000e+02]"
1026,"[ 2.81880468e-01  2.47822076e-01  1.21861553e+00 ... -4.54729653e-17
  1.33333333e+00  3.61000000e+02]"
1027,"[ 1.93442017e-01  1.71006095e+00  4.81295377e-01 ... -2.66139786e-18
  7.50000000e-01  1.76100000e+03]"
1028,"[ 4.80091833e-02  4.89157379e-01  1.63189614e+00 ... -6.88125551e-20
  6.64062500e-01  2.40300000e+03]"
1029,"[7.62811080e-02 1.28013146e+00 1.58593386e-01 ... 3.32494270e-17
 1.50943396e+00 8.46000000e+02]"
1030,"[ 2.87236482e-01  8.72485489e-02  1.94175452e-01 ... -1.58107938e-17
  6.93750000e-01  3.15000000e+02]"
1031,"[3.67482334e-01 1.51109064e+00 1.88768595e-01 ... 1.30251744e-22
 1.67101828e+00 1.45000000e+03]"
1032,"[ 3.01215649e-01  4.22107816e-01  9.44829658e-02 ... -3.77974922e-18
  6.62500000e-01  3.57000000e+02]"
1033,"[2.83334041e+00 1.15737152e+00 1.79529834e+00 ... 2.68190398e-12
 7.50000000e-01 1.37000000e+02]"
1034,"[ 8.42908800e-01  1.45486891e+00  1.02703667e+00 ... -7.90695619e-20
  1.31958763e+00  8.73000000e+02]"
1035,"[6.80810213e-02 2.92346358e-01 1.82509109e-01 ... 9.31598045e-16
 1.50234742e+00 4.15000000e+02]"
1036,"[ 3.29129249e-02  4.71802145e-01  1.02676712e-01 ... -2.84891019e-15
  1.11011905e+00  1.20000000e+02]"
1037,"[4.66892449e-03 8.96757960e-01 3.95978093e-02 ... 1.52211083e-15
 1.50234742e+00 5.63000000e+02]"
1038,"[ 6.30314425e-02  9.15287733e-01  6.70379102e-02 ... -1.05055431e-16
  1.33333333e+00  2.26000000e+02]"
1039,"[2.34544992e-01 2.79698896e+00 5.68398535e-01 ... 5.07270465e-16
 1.33333333e+00 4.67000000e+02]"
1040,"[ 6.10414922e-01  5.55867434e-01  1.71352580e-01 ... -7.61979117e-16
  1.77777778e+00  3.85000000e+02]"
1041,"[0.00000000e+00 5.39263844e-01 5.45100987e-01 ... 3.75185459e-17
 1.49882904e+00 1.57400000e+03]"
1042,"[ 2.50713140e-01  4.70576972e-01  7.32079819e-02 ... -3.21004692e-18
  1.33333333e+00  9.30000000e+02]"
1043,"[5.26846945e-02 3.18629235e-01 2.61517853e-01 ... 2.46904275e-17
 1.49882904e+00 5.20000000e+02]"
1044,"[7.95491785e-02 3.95658135e-01 7.64645815e-01 ... 2.84391156e-15
 7.50000000e-01 6.21000000e+02]"
1045,"[ 9.16444838e-01  3.16422097e-02  8.52384746e-01 ... -6.04982228e-14
  6.67187500e-01  5.21000000e+02]"
1046,"[ 6.81176960e-01  1.65869260e+00  9.49287713e-02 ... -2.17802861e-17
  1.00000000e+00  1.56200000e+03]"
1047,"[ 2.94736147e-01  8.62308979e-01  7.22419560e-01 ... -1.97494411e-16
  6.68750000e-01  3.48000000e+02]"
1048,"[1.99116260e-01 1.31062019e+00 3.28652948e-01 ... 7.93893008e-18
 1.33333333e+00 1.10900000e+03]"
1049,"[ 0.00000000e+00  1.36690640e+00  1.06655288e+00 ... -1.99941633e-15
  1.50234742e+00  3.03000000e+02]"
1050,"[3.50571930e-01 6.00062490e-01 5.59893310e-01 ... 3.38516788e-17
 1.57248157e+00 5.08000000e+02]"
1051,"[ 0.00000000e+00  1.11682546e+00  1.48800999e-01 ... -9.98033274e-20
  1.49882904e+00  1.03500000e+03]"
1052,"[ 0.00000000e+00  1.48694110e+00  1.09231818e+00 ... -6.61761005e-19
  7.50000000e-01  1.04600000e+03]"
1053,"[4.35150802e-01 1.60069358e+00 1.04655170e+00 ... 1.43302430e-17
 1.49882904e+00 2.13000000e+02]"
1054,"[1.84896544e-01 8.19292486e-01 3.06752235e-01 ... 4.17097994e-17
 7.96000000e-01 7.04000000e+02]"
1055,"[ 4.44704443e-01  2.82694250e-01  2.54568875e-01 ... -3.00552907e-19
  1.49882904e+00  6.39000000e+02]"
1056,"[4.58707839e-01 7.52651513e-01 1.55898881e+00 ... 2.10193813e-14
 1.00000000e+00 5.82000000e+02]"
1057,"[ 1.56184435e-01  6.69047296e-01  4.68950272e-01 ... -5.39717635e-14
  1.08843537e+00  4.48000000e+02]"
1058,"[8.02049413e-02 3.59889209e-01 2.82755882e-01 ... 3.85437763e-21
 1.36460554e+00 1.22200000e+03]"
1059,"[ 1.24883711e+00  3.32124203e-01  7.27089588e-03 ... -2.74658208e-15
  1.49882904e+00  1.00800000e+03]"
1060,"[5.26251532e-02 1.69178560e-01 8.47593009e-01 ... 6.78778778e-19
 1.50943396e+00 6.58000000e+02]"
1061,"[ 1.54543951e-01  1.66778058e-01  4.75991458e-01 ... -9.93146379e-17
  8.25714286e-01  3.39000000e+02]"
1062,"[1.83830261e-01 9.76308435e-02 3.06300998e-01 ... 1.80603950e-17
 1.49882904e+00 7.27000000e+02]"
1063,"[2.83295978e-02 9.72196639e-01 3.28628242e-01 ... 1.83767593e-17
 1.11692845e+00 1.02400000e+03]"
1064,"[1.66785568e-01 7.73986755e-03 1.54851405e-02 ... 1.69549616e-17
 6.64062500e-01 6.72000000e+02]"
1065,"[ 2.35107355e-02  5.16093910e-01  5.95778152e-02 ... -1.04398126e-17
  1.33333333e+00  3.78000000e+02]"
1066,"[ 3.35418999e-01  1.06348768e-01  5.99748455e-02 ... -1.28951129e-18
  1.49882904e+00  5.90000000e+02]"
1067,"[3.23700495e-02 1.91213846e-01 3.90236527e-01 ... 1.60479453e-18
 1.33333333e+00 9.13000000e+02]"
1068,"[ 2.31011763e-01  2.00486183e+00  4.93141375e-02 ... -1.30419063e-18
  1.39130435e+00  6.29000000e+02]"
1069,"[0.00000000e+00 1.30709791e+00 3.16082805e-01 ... 4.61798725e-16
 1.33431953e+00 3.97000000e+02]"
1070,"[ 7.54044652e-02  2.09321901e-01  5.59257381e-02 ... -1.73526314e-18
  7.50000000e-01  1.13400000e+03]"
1071,"[ 1.93727469e+00  4.02919166e-02  9.61340427e-01 ... -1.59743076e-18
  1.41906874e+00  7.24000000e+02]"
1072,"[4.57513519e-02 1.54864103e-01 2.63742417e-01 ... 1.39286113e-17
 7.50000000e-01 9.24000000e+02]"
1073,"[ 4.89074588e-01  1.43924367e+00  5.42008616e-02 ... -5.74275904e-16
  1.24756335e+00  6.74000000e+02]"
1074,"[ 1.51444063e-01  1.21652389e+00  6.94153011e-01 ... -4.84178416e-15
  1.33333333e+00  5.37000000e+02]"
1075,"[0.00000000e+00 0.00000000e+00 6.75744414e-01 ... 5.81355463e-18
 6.64062500e-01 7.51000000e+02]"
1076,"[7.28917122e-02 1.96756795e-01 5.20812690e-01 ... 1.71541590e-20
 7.46875000e-01 1.04000000e+03]"
1077,"[ 7.62359381e-01  4.40962881e-01  3.32685888e-01 ... -7.22513312e-13
  1.49882904e+00  1.43000000e+02]"
1078,"[5.43789864e-02 9.38895881e-01 3.33638676e-02 ... 3.26832118e-19
 1.20300752e+00 1.30600000e+03]"
1079,"[ 1.61484510e-01  1.23962253e-01  3.58216137e-01 ... -1.46534241e-20
  7.50000000e-01  1.43000000e+03]"
1080,"[ 5.14218569e-01  2.57142663e+00  3.55368823e-01 ... -2.52492585e-15
  2.21453287e+00  3.22000000e+02]"
1081,"[1.38282821e-01 4.29438233e-01 1.28438622e-01 ... 2.31533584e-18
 1.50943396e+00 7.15000000e+02]"
1082,"[3.24602500e-02 6.90420985e-01 1.02577782e+00 ... 5.82533958e-17
 1.33333333e+00 6.11000000e+02]"
1083,"[ 4.65154618e-01  1.51126236e-02  0.00000000e+00 ... -1.04748595e-17
  1.00000000e+00  1.31500000e+03]"
1084,"[ 2.54773438e-01  7.51784980e-01  2.56131589e-01 ... -2.02936957e-17
  1.50234742e+00  1.92000000e+02]"
1085,"[9.03144851e-02 5.01008689e-01 2.24729106e-01 ... 1.34322873e-16
 1.49882904e+00 2.45000000e+02]"
1086,"[ 3.64197820e-01  2.02959895e-01  8.25665742e-02 ... -8.36360671e-19
  9.28000000e-01  6.12000000e+02]"
1087,"[9.60086808e-02 3.31839353e-01 5.39136827e-01 ... 1.06187459e-14
 1.49532710e+00 2.31000000e+02]"
1088,"[ 1.02958493e-01  1.79028008e-02  4.58647132e-01 ... -4.31408845e-16
  1.00000000e+00  9.05000000e+02]"
1089,"[1.27380407e+00 1.45310417e-01 1.33601344e+00 ... 7.65427146e-13
 1.50234742e+00 1.94000000e+02]"
1090,"[3.21629047e-02 5.77324927e-01 1.35827553e-03 ... 1.34478893e-20
 7.31250000e-01 1.05800000e+03]"
1091,"[0.00000000e+00 4.92341667e-02 8.08530450e-01 ... 5.23426857e-21
 6.67187500e-01 6.88000000e+02]"
1092,"[1.12097330e-01 5.47282537e-03 4.63243097e-01 ... 6.41309212e-15
 1.00000000e+00 3.08000000e+02]"
1093,"[0.00000000e+00 1.24275195e-03 1.38277575e-01 ... 4.42476236e-18
 8.56250000e-01 5.05000000e+02]"
1094,"[ 0.00000000e+00  2.70177543e-01  3.30760293e-02 ... -8.46855207e-19
  1.32625995e+00  7.16000000e+02]"
1095,"[3.55402112e-01 4.43905026e-01 2.10084110e-01 ... 2.26581301e-16
 1.33333333e+00 3.60000000e+02]"
1096,"[ 4.37473916e-02  1.24985673e-01  3.37735462e+00 ... -1.69565632e-12
  1.33333333e+00  2.26000000e+02]"
1097,"[ 3.01825941e-01  4.15770710e-01  2.35432196e+00 ... -2.90472703e-16
  1.33333333e+00  3.92000000e+02]"
1098,"[ 4.01553899e-01  5.72112858e-01  4.12572563e-01 ... -5.19521794e-15
  1.00000000e+00  6.61000000e+02]"
1099,"[ 1.00283235e-01  2.85980999e-01  1.18458867e-01 ... -9.25917377e-17
  1.50234742e+00  2.61000000e+02]"
1100,"[ 1.19842052e-01  5.03232002e-01  1.50741534e-02 ... -4.77280793e-18
  1.00000000e+00  8.84000000e+02]"
1101,"[3.00110865e+00 1.41684517e-01 7.95315087e-01 ... 5.26400415e-12
 1.00000000e+00 1.00000000e+02]"
1102,"[ 1.34604052e-01  1.52585506e-01  8.95981431e-01 ... -7.65574971e-20
  1.02400000e+00  8.90000000e+01]"
1103,"[0.00000000e+00 1.39108884e+00 4.23576593e-01 ... 1.61397725e-16
 1.33333333e+00 3.32000000e+02]"
1104,"[ 5.96815255e-04  5.83544970e-01  1.08961248e+00 ... -1.66752040e-17
  1.00000000e+00  5.32000000e+02]"
1105,"[2.35255435e-01 1.00912333e+00 3.17718506e-01 ... 1.65262269e-17
 1.33891213e+00 1.14600000e+03]"
1106,"[ 1.38886914e-01  1.37572777e+00  3.07381719e-01 ... -1.11351664e-18
  1.33333333e+00  9.21000000e+02]"
1107,"[3.61266662e-03 5.19510210e-01 1.73776186e+00 ... 1.48349635e-18
 7.50000000e-01 4.10000000e+02]"
1108,"[ 8.02791193e-02  9.42534387e-01  2.57456988e-01 ... -3.89541001e-19
  1.50943396e+00  1.12700000e+03]"
1109,"[ 2.79477924e-01  2.92793244e-01  6.51107609e-01 ... -3.15780839e-19
  1.33333333e+00  1.13300000e+03]"
1110,"[ 4.80412304e-01  1.61405468e+00  1.40713453e-01 ... -4.45955091e-19
  1.47806005e+00  5.11000000e+02]"
1111,"[ 1.80642113e-01  9.37080979e-01  5.20584941e-01 ... -3.04990766e-19
  1.26482213e+00  1.10000000e+03]"
1112,"[0.00000000e+00 5.97421965e-03 6.93149045e-02 ... 2.58794868e-18
 1.14678899e+00 3.67000000e+02]"
1113,"[ 5.98194659e-01  1.07054198e-02  3.55112582e-01 ... -1.37740482e-19
  7.50000000e-01  2.16900000e+03]"
1114,"[ 4.34114456e-01  1.37277567e+00  7.90228546e-01 ... -5.70080250e-16
  1.50234742e+00  5.21000000e+02]"
1115,"[ 0.00000000e+00  3.82717669e-01  7.15178490e-01 ... -7.27007083e-15
  1.50234742e+00  3.79000000e+02]"
1116,"[ 6.42074943e-02  3.30773264e-01  0.00000000e+00 ... -1.06563612e-16
  7.50000000e-01  2.55000000e+02]"
1117,"[2.17551403e-02 1.14507937e+00 1.80387810e-01 ... 7.09641641e-17
 1.33333333e+00 1.19300000e+03]"
1118,"[9.16327909e-02 9.39149797e-01 1.26128674e+00 ... 2.45783130e-16
 7.50000000e-01 4.55000000e+02]"
1119,"[ 2.01681644e-01  2.11633921e-01  1.99584514e-01 ... -4.75159697e-15
  1.50588235e+00  2.28000000e+02]"
1120,"[2.94161141e-01 5.36920965e-01 2.55574971e-01 ... 1.40720274e-16
 7.50000000e-01 7.39000000e+02]"
1121,"[ 3.31572175e-01  8.44194114e-01  1.08551836e+00 ... -2.63813965e-17
  1.49882904e+00  5.59000000e+02]"
1122,"[2.08826467e-01 1.32202435e+00 7.21080005e-01 ... 1.72082806e-20
 1.49882904e+00 1.29200000e+03]"
1123,"[ 1.92818344e-01  7.10934520e-01  9.48899332e-03 ... -9.64096505e-16
  1.33333333e+00  5.94000000e+02]"
1124,"[3.63987446e-01 2.55195964e-02 2.04496574e+00 ... 1.61660871e-13
 1.33333333e+00 3.09000000e+02]"
1125,"[ 1.04822285e-01  2.13534069e+00  5.42405486e-01 ... -8.25958819e-17
  1.33333333e+00  6.62000000e+02]"
1126,"[1.48972049e-01 6.17827058e-01 9.40479279e-01 ... 1.28791097e-18
 1.33333333e+00 7.80000000e+02]"
1127,"[4.93220478e-01 1.73140392e-02 6.66438341e-01 ... 1.23451350e-16
 6.62500000e-01 4.07000000e+02]"
1128,"[6.04977548e-01 5.20325378e-02 1.31205125e-02 ... 3.41872700e-17
 1.33056133e+00 9.05000000e+02]"
1129,"[9.12975799e-03 5.48173077e-02 7.39162385e-01 ... 6.34990440e-17
 7.32812500e-01 1.07200000e+03]"
1130,"[1.47707447e-01 1.89642414e-01 4.97438870e-02 ... 1.32239860e-16
 1.49882904e+00 5.28000000e+02]"
1131,"[1.56061187e-01 6.98713720e-01 1.26951873e-01 ... 2.79343945e-17
 1.50234742e+00 5.44000000e+02]"
1132,"[ 9.30565357e-01  3.78899097e-01  9.47007000e-01 ... -8.77708766e-14
  1.33333333e+00  6.26000000e+02]"
1133,"[ 8.66161361e-02  8.14131141e-01  7.21155154e-03 ... -4.62470224e-17
  1.33333333e+00  5.54000000e+02]"
1134,"[ 4.00937438e-01  5.72241008e-01  1.09508075e-01 ... -1.58722007e-19
  1.33333333e+00  1.32100000e+03]"
1135,"[2.29913846e-01 4.24547493e-01 3.94254029e-01 ... 1.61726532e-18
 1.00000000e+00 1.12800000e+03]"
1136,"[ 2.68754601e-01  6.22303486e-01  2.00108830e-02 ... -3.55869620e-18
  1.56097561e+00  1.10800000e+03]"
1137,"[ 2.91137606e-01  2.23328963e-01  1.40057993e+00 ... -1.62442119e-17
  1.49532710e+00  5.56000000e+02]"
1138,"[ 1.64822817e-01  2.08647633e+00  3.90080035e-01 ... -2.02197398e-16
  7.50000000e-01  6.19000000e+02]"
1139,"[ 1.13252625e-02  5.44966422e-02  1.09487888e-03 ... -1.62581209e-14
  6.65625000e-01  5.22000000e+02]"
1140,"[1.18477568e-01 5.92283487e-01 1.99542955e-01 ... 8.38321227e-21
 1.33333333e+00 1.73400000e+03]"
1141,"[ 1.57252714e-01  4.55828369e-01  3.29389095e-01 ... -5.50041117e-15
  1.33333333e+00  2.99000000e+02]"
1142,"[8.15271959e-02 9.21989620e-01 3.79278421e-01 ... 8.84789615e-19
 1.33333333e+00 4.59000000e+02]"
1143,"[ 1.17676757e-01  5.39999366e-01  8.60527903e-02 ... -2.44479222e-18
  1.00000000e+00  1.56300000e+03]"
